document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
c964b6f4312c789c76b202a664ccab8a9807282f,train,Who is supposed to get the inheritance when Rosamund's true idenity is discovered?,Her brother Andrew. ,Andrew Treverton,Who is supposed to get the inheritance when Rosamund s true idenity is discovered ?,Her brother Andrew .,Andrew Treverton
60267d554b5505cec3ad671d0ee48f51545dd9b7,train,Who killed Donovan?,SID,SID,Who killed Donovan ?,SID,SID
80fe56d58a16e256881392aa7ead428c18685161,test,How did Lou lose his money when he bet everything on sports?,A squirrel ruined the last bet.,the squirrel got on the field and ruined the play,How did Lou lose his money when he bet everything on sports ?,A squirrel ruined the last bet .,the squirrel got on the field and ruined the play
053c75f420da5b13619eff42645f4e13882435b7,test,What did the group call themselves at the end of the story?,"""The Breakfast Club""",the Breakfast Club,What did the group call themselves at the end of the story ?,The Breakfast Club,the Breakfast Club
ccde92fd5de1e67f17e10d9e0cd3375ce4efcf23,train,How did Lilian die?,Lilian died of a heart attack.,she didnt,How did Lilian die ?,Lilian died of a heart attack .,she didnt
ce08ce1f3259d5718a8814a60707402679600349,train,Who does Lisette fall in love with?,Arlequin,Arlequin,Who does Lisette fall in love with ?,Arlequin,Arlequin
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,How did Boris commit suicide?,Poison,By taking poison.,How did Boris commit suicide ?,Poison,By taking poison .
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who is the governor's son?,Lodowick,Lodowick.,Who is the governor s son ?,Lodowick,Lodowick .
580cca514fc51524f646f8ec306128d42b17b665,train,"What does ""Desconocida"" mean?",Unknown or unrecognized,Unknown or Unrecognized,What does Desconocida mean ?,Unknown or unrecognized,Unknown or Unrecognized
75ff8bb86422bbcd3a2d0437fa6c239369ec498f,train,Why does John Bold lead a campaign against Mr. Harding?,Mr. Harding was receiving a larger sum of the charity rather than his subordinates. ,to expose inequality in income apportionment,Why does John Bold lead a campaign against Mr. Harding ?,Mr. Harding was receiving a larger sum of the charity rather than his subordinates .,to expose inequality in income apportionment
683105161212ee6e3f95eb2857623ad77b088af9,train,What does Anna tell Mark?,She is not attracted to him,that she is not attracted to him,What does Anna tell Mark ?,She is not attracted to him,that she is not attracted to him
14fc0de61e9e8044764da1fb9f647d8ceb60e561,test,Why is Yorick concerned when the police show up at his hotel in Paris?,He does not have a passport and could be imprisoned.,He does not have his passport.,Why is Yorick concerned when the police show up at his hotel in Paris ?,He does not have a passport and could be imprisoned .,He does not have his passport .
2a74184610bf91866dbdf37cba0b874dfc748a86,valid,The study og Cratyus is?,The studyof names and their origin,Study of language,The study og Cratyus is ?,The studyof names and their origin,Study of language
9990281afdfbf883d53ac7540acfcbb375380f75,valid,What does Julianne ask George to do?,Pretend that he is engaged to her,to pretend he's her fiancee,What does Julianne ask George to do ?,Pretend that he is engaged to her,to pretend he s her fiancee
15e5cdd93340ecf4ab97248e15f3870eb26bf10b,train,Who is David in relationship to Kirk?,His son.,David is Kirk's son.,Who is David in relationship to Kirk ?,His son .,David is Kirk s son .
19dd268e42d372d73072c40bc3b8d1c46e07a3a2,valid,"On Joe's first job in New York City, how much does he get paid?","Nothing, he pays his customer $20",$20.,"On Joe s first job in New York City , how much does he get paid ?","Nothing , he pays his customer $ 20",$ 20 .
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,What are Cesar's origins?,Peasant,Cesar is of peasant origins.,What are Cesar s origins ?,Peasant,Cesar is of peasant origins .
3c3dcc7b23c9b81de635e563ed1ee52b52a895c0,train,Who is William?,Kaiser Wilhelm II.,Kaiser Wlihelm II,Who is William ?,Kaiser Wilhelm II .,Kaiser Wlihelm II
b9b1d29235c8e39aef27ce894e77a19955e6e51e,train,Why is Marina's life in danger while at Tarsus?,Cleon and Dionyza plan her murder because Marina is more beautiful than their own daughter. ,Dionyza wants to murder her,Why is Marina s life in danger while at Tarsus ?,Cleon and Dionyza plan her murder because Marina is more beautiful than their own daughter .,Dionyza wants to murder her
2a798779ffab17c0002f1b127c729cb0387132be,test,How does Edith help Torrance apply ?,Writing fraudulent letters of reccomendation,writing him fradulent recommnedation  letters,How does Edith help Torrance apply ?,Writing fraudulent letters of reccomendation,writing him fradulent recommnedation letters
fc79357de2e376b0fe00069cfe9099ac4ce51426,test,Why does the civil war turn in favor of de Montfort?,Norman joins his side,As Norman takes part in the Civil was,Why does the civil war turn in favor of de Montfort ?,Norman joins his side,As Norman takes part in the Civil was
2819dab971e357cf6b3b919bb8ff8b838e0558dd,train,What was Enid's childhood fantasy?,Her childhood fantasy was to run away from home.,running away from home and disappearing.,What was Enid s childhood fantasy ?,Her childhood fantasy was to run away from home .,running away from home and disappearing .
fa1c5da957da66aec751555a4bb1b6ba1580ccce,test,Who does Tom live with up north?,"His grandfather, Captain Nutter.",his grandfather,Who does Tom live with up north ?,"His grandfather , Captain Nutter .",his grandfather
e57471b92e3889301c10fbf9eb8d78204ca7d80e,train,Waht is the character flaw of Lucy Greystock? ,She is a pathalogical liar,Lying,Waht is the character flaw of Lucy Greystock ?,She is a pathalogical liar,Lying
db73eb0ea1e1218639971e6b7c2d9e600dc36383,train,Which child became ill?,Violet,Violet,Which child became ill ?,Violet,Violet
7abce7387dae92c0d09c03d26bf6407237a8c7c6,train,What did Zavits throw into Dean's bag?,A disc.,A ZIP disc,What did Zavits throw into Dean s bag ?,A disc .,A ZIP disc
4f485054f9d450534fddba184f0996e32575d1be,valid,Why did Ed leave Hi at the convenience store?,She sees him robbing the store.,Hi starts to rob the convenience store.,Why did Ed leave Hi at the convenience store ?,She sees him robbing the store .,Hi starts to rob the convenience store .
94328b4aa4b54eab7b004ee7ecbaff9536498590,test,Benjamin and Flopsy are the parents of how many young bunnies?,Six,6 bunnies,Benjamin and Flopsy are the parents of how many young bunnies ?,Six,6 bunnies
d079071fecafe63e2939d8e866c36819c21b907c,train,What does Tom find out at the party Summer invites him to?,That Summer is engaged to another man.,That she is engaged,What does Tom find out at the party Summer invites him to ?,That Summer is engaged to another man .,That she is engaged
ebb8c31643ca701cef556caebc31c8490f4dfc9e,test,Who did General Mitchener say was the only sensible woman he knows?,"Mrs. Farrell, the housekeeper","Mrs. Farrell, his housekeeper",Who did General Mitchener say was the only sensible woman he knows ?,"Mrs. Farrell , the housekeeper","Mrs. Farrell , his housekeeper"
11fd944eb62dfdbf040dce9f4192dd6b6e69c352,train,"Why did Cobb yell ""fire""?",There was smoke coming from the chimney.,He saw smoke in the house.,Why did Cobb yell fire ?,There was smoke coming from the chimney .,He saw smoke in the house .
fb663b1df2e632d1f5362f61e4236acab8fadaf4,train,"How do Frank, Bryon, Ronald, and Tom break out of the mental hospital? ",Frank creates a blackout and Ronald and Tom kill Curtis then take the car. ,"They create a blackout, kill Curtis, and take a doctors' car to leave","How do Frank , Bryon , Ronald , and Tom break out of the mental hospital ?",Frank creates a blackout and Ronald and Tom kill Curtis then take the car .,"They create a blackout , kill Curtis , and take a doctors ' car to leave"
efb0cbe1fdfe5278fa0028c67230ba7b81c27635,train,What can be concluded that Marvel will do after seeing Griffin's notes?,Marvel will attempt to become invisible.,Find someone to help him understand them. ,What can be concluded that Marvel will do after seeing Griffin s notes ?,Marvel will attempt to become invisible .,Find someone to help him understand them .
1c64744acb7e41887938c2e9b0cf6b2f85e92921,train,What did the revolution usher in?,The brotherhood of man,brotherhood of man ,What did the revolution usher in ?,The brotherhood of man,brotherhood of man
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who died at the beginning of winter? ,Jeanie ,Jeanie,Who died at the beginning of winter ?,Jeanie,Jeanie
9f0a853daffcf439934cbabb860d8d145dc5dd5f,train,Who does Pechorin duel?,Grushnitsky,Grushnitsky,Who does Pechorin duel ?,Grushnitsky,Grushnitsky
09c9afb4abbd6064c1f26c3632edbe6d92a34206,valid,How does Mathilde die?,By a sabotaged rifle.,The rifle explodes and she falls from the roof.,How does Mathilde die ?,By a sabotaged rifle .,The rifle explodes and she falls from the roof .
d97f8275d21db225fc1b796ca1e0d22447ce3937,train,Which king trained Hippolytus since childhood?,Pittheus,Pittheus,Which king trained Hippolytus since childhood ?,Pittheus,Pittheus
c5fbceeedd74bdb32ed744381e7edd65cfd17a8a,test,Who remained uncorrupted?,Agricola.,Agricola,Who remained uncorrupted ?,Agricola .,Agricola
25643d5e536303284b5c4148ab4243671580adeb,train,How did  Piscano died?,Piscano died of heart attack,Heart attack.,How did Piscano died ?,Piscano died of heart attack,Heart attack .
f75db432fbc79913fb56349cfdb7ec5446e9941e,valid,Who suspects that Bill and Abby are not related?,the farmer's foreman,the foreman,Who suspects that Bill and Abby are not related ?,the farmer s foreman,the foreman
618d2f89837edfa994dc76be81ddfb7a39434754,train,Whose plan was it for the undercover detectives to fight with each other?,Sunday,Syme,Whose plan was it for the undercover detectives to fight with each other ?,Sunday,Syme
5cfd7214921ef71fd1cebcddbc1e6b68b998b245,train,Why did Danica Talos revive Dracula?,Danica hoped to cure the weaknesses of vampires.,using their powers to cure vampire's weakness,Why did Danica Talos revive Dracula ?,Danica hoped to cure the weaknesses of vampires .,using their powers to cure vampire s weakness
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who appears as a ghost in the story?,Bussy.,Bussy,Who appears as a ghost in the story ?,Bussy .,Bussy
01aa10d75658840a478ede17631dba875651c370,train,What entity produces the Statement?,The Universal House of Justice.,The universal house of justice ,What entity produces the Statement ?,The Universal House of Justice .,The universal house of justice
fc2a7fbf6df700d88e47bfa3ec20842ab85d6252,train,What does Charles Bishop Weyland discover using thermal imaging?,"A pyramid about 2,000 feet under the ice.",a pyramid 2000 feet below the ice,What does Charles Bishop Weyland discover using thermal imaging ?,"A pyramid about 2,000 feet under the ice .",a pyramid 2000 feet below the ice
19dd268e42d372d73072c40bc3b8d1c46e07a3a2,valid,What makes Joe suddenly able to perform sexually?,being teased that he might be gay,The socialite's suggestion at Joe's sexuality.,What makes Joe suddenly able to perform sexually ?,being teased that he might be gay,The socialite s suggestion at Joe s sexuality .
0e386fb9ead81ac7dbda4798564ab2f7968234c8,train,Who is believed to be the father of Rabina's son Robert?,Reverend Wringhim,reverend Wringhim,Who is believed to be the father of Rabina s son Robert ?,Reverend Wringhim,reverend Wringhim
331adcaf22f837c92a3c9ec6cc28b5a5c9689373,test,Which character suffers a heroines fate of being kidnapped?,Thuvia,Thuvia,Which character suffers a heroines fate of being kidnapped ?,Thuvia,Thuvia
1288838955082c83ba4801ea8c7a0b0c157a3e3a,test,What is Benjamin Bathurst's occupation?,British diplomat,"Diplomat, lieutenant or spy",What is Benjamin Bathurst s occupation ?,British diplomat,"Diplomat , lieutenant or spy"
87fe5dafbe80516d43917d624a49f61c3f5d2f06,test,What does Riddick want Jack to say about him?,That Riddick died on the other planet.,That Riddeick died on the planet below,What does Riddick want Jack to say about him ?,That Riddick died on the other planet .,That Riddeick died on the planet below
1b3fb96b3e151a856c7846d05cfca170408dce08,train,What does Doctor Parnassus own?,A theatre troup,immortality,What does Doctor Parnassus own ?,A theatre troup,immortality
b66d9cbdacc98fc8b99223a620e562ae1e68ac45,train,What deviated the course of the projectile in this story?,The gravitational force of the encounter with the asteroid.,The gravitationally-captured asteroid.,What deviated the course of the projectile in this story ?,The gravitational force of the encounter with the asteroid .,The gravitationally-captured asteroid .
1dfe627a09345ed564805313858dc89daf4a2283,valid,Why is Mr. Peters so angry with Tom?,Because Tom refuses to sell his ideas to him.,He won't sell him interest in his inventions,Why is Mr. Peters so angry with Tom ?,Because Tom refuses to sell his ideas to him .,He wo n't sell him interest in his inventions
5414312a78b21f901f3d2ba656296748c64b1444,train,What does he do after he is discovered by a European ship and taken abroad?,He takes the ape Akut to London to display him publically.,he encounters the ape and takes him to London,What does he do after he is discovered by a European ship and taken abroad ?,He takes the ape Akut to London to display him publically .,he encounters the ape and takes him to London
1284e77a2d72ec3a45540ada5416917eddd9f954,train,How many children do Pete and Debbie have?,2.,2,How many children do Pete and Debbie have ?,2 .,2
